time	Control	Speed_rpm	
1697.1100000000001	2900	1660	
1697.1200000000001	2900	1703	
1697.13	2900	1703	
1697.14	2900	1703	
1697.15	2900	1703	
1697.16	2900	1703	
1697.17	2900	1751	
1697.18	2900	1751	
1697.19	2900	1751	
1697.2	2900	1751	
1697.21	2900	1822	
1697.22	2900	1822	
1697.23	2900	1822	
1697.24	2900	1822	
1697.25	2900	1822	
1697.26	2900	1863	
1697.27	2900	1863	
1697.28	2900	1863	
1697.29	2900	1863	
1697.3	2900	1863	
1697.31	2900	1863	
1697.32	2900	1898	
1697.33	2900	1898	
1697.3400000000001	2900	1898	
1697.3500000000001	2900	1898	
1697.3600000000001	2900	1898	
1697.3700000000001	2900	1976	
1697.38	2900	1976	
1697.39	2900	1976	
1697.4	2900	1976	
1697.41	2900	1976	
1697.42	2900	1997	
1697.43	2900	1997	
1697.44	2900	1997	
1697.45	2900	1997	
1697.46	2900	2056	
1697.47	2900	2056	
1697.48	2900	2056	
1697.49	2900	2056	
1697.5	2900	2056	
1697.51	2900	2056	
1697.52	2900	2093	
1697.53	2900	2093	
1697.54	2900	2093	
1697.55	2900	2093	
1697.56	2900	2093	
1697.57	2900	2162	
1697.58	2900	2162	
1697.5900000000001	2900	2162	
1697.6000000000001	2900	2162	
1697.6100000000001	2900	2228	
1697.6200000000001	2900	2228	
1697.63	2900	2228	
1697.64	2900	2228	
1697.65	2900	2228	
1697.66	2900	2274	
1697.67	2900	2274	
1697.68	2900	2274	
1697.69	2900	2274	
1697.7	2900	2274	
1697.71	2900	2274	
1697.72	2900	2294	
1697.73	2900	2294	
1697.74	2900	2294	
1697.75	2900	2294	
1697.76	2900	2356	
1697.77	2900	2356	
1697.78	2900	2356	
1697.79	2900	2356	
1697.8	2900	2356	
1697.81	2900	2404	
1697.82	2900	2404	
1697.83	2900	2404	
1697.8400000000001	2900	2404	
1697.8500000000001	2900	2404	
1697.8600000000001	2900	2430	
1697.8700000000001	2900	2430	
1697.88	2900	2430	
1697.89	2900	2430	
1697.9	2900	2430	
1697.91	2900	2430	
1697.92	2900	2462	
1697.93	2900	2462	
1697.94	2900	2462	
1697.95	2900	2462	
1697.96	2900	2500	
1697.97	2900	2500	
1697.98	2900	2500	
1697.99	2900	2500	
1698	2900	2500	
1698.01	2900	2524	
1698.02	2900	2524	
1698.03	2900	2524	
1698.04	2900	2524	
1698.05	2900	2524	
1698.06	2900	2524	
1698.07	2900	2554	
1698.08	2900	2554	
1698.0900000000001	2900	2554	
1698.1000000000001	2900	2554	
1698.1100000000001	2900	2554	
1698.1200000000001	2900	2564	
1698.13	2900	2564	
1698.14	2900	2564	
1698.15	2900	2564	
1698.16	2900	2564	
1698.17	2900	2579	
