time	Control	Speed_rpm	
1740	1000	1155	
1740.01	1000	1155	
1740.02	1000	1146	
1740.03	1000	1146	
1740.04	1000	1146	
1740.05	1000	1146	
1740.06	1000	1146	
1740.07	1000	1120	
1740.08	2900	1120	
1740.0900000000001	2900	1120	
1740.1000000000001	2900	1120	
1740.1100000000001	2900	1113	
1740.1200000000001	2900	1113	
1740.13	2900	1113	
1740.14	2900	1113	
1740.15	2900	1113	
1740.16	2900	1099	
1740.17	2900	1099	
1740.18	2900	1099	
1740.19	2900	1099	
1740.2	2900	1099	
1740.21	2900	1079	
1740.22	2900	1079	
1740.23	2900	1079	
1740.24	2900	1079	
1740.25	2900	1079	
1740.26	2900	1079	
1740.27	2900	1077	
1740.28	2900	1077	
1740.29	2900	1077	
1740.3	2900	1077	
1740.31	2900	1076	
1740.32	2900	1076	
1740.33	2900	1076	
1740.3400000000001	2900	1076	
1740.3500000000001	2900	1076	
1740.3600000000001	2900	1076	
1740.3700000000001	2900	1070	
1740.38	2900	1070	
1740.39	2900	1070	
1740.4	2900	1070	
1740.41	2900	1070	
1740.42	2900	1089	
1740.43	2900	1089	
1740.44	2900	1089	
1740.45	2900	1089	
1740.46	2900	1089	
1740.47	2900	1095	
1740.48	2900	1095	
1740.49	2900	1095	
1740.5	2900	1095	
1740.51	2900	1103	
1740.52	2900	1103	
1740.53	2900	1103	
1740.54	2900	1103	
1740.55	2900	1103	
1740.56	2900	1103	
1740.57	2900	1133	
1740.58	2900	1133	
1740.5900000000001	2900	1133	
1740.6000000000001	2900	1133	
1740.6100000000001	2900	1133	
1740.6200000000001	2900	1143	
1740.63	2900	1143	
1740.64	2900	1143	
1740.65	2900	1143	
1740.66	2900	1182	
1740.67	2900	1182	
1740.68	2900	1182	
1740.69	2900	1182	
1740.7	2900	1182	
1740.71	2900	1207	
1740.72	2900	1207	
1740.73	2900	1207	
1740.74	2900	1207	
1740.75	2900	1207	
1740.76	2900	1244	
1740.77	2900	1244	
1740.78	2900	1244	
1740.79	2900	1244	
1740.8	2900	1244	
1740.81	2900	1269	
1740.82	2900	1269	
1740.83	2900	1269	
1740.8400000000001	2900	1269	
1740.8500000000001	2900	1269	
1740.8600000000001	2900	1269	
1740.8700000000001	2900	1302	
1740.88	2900	1302	
